type,message,len_type,len_message
1,you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hg suite lands row wjhl,4,151
1,congratulations thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute bt national rate,4,158
1,tddnewsletter emc co uk more games from thedailydraw dear helen dozens of free games with great prizeswith,4,114
0,so what do you guys do,3,23
0,also that chat was awesome but don t make it regular unless you can see her in person,3,85
0,that s significant but dont worry,3,34
0,that s cause your old i live to be high,3,41
0,waqt se pehle or naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai,3,134
0,on the way to office da,3,25
0,in which place do you want da,3,30
0,this pain couldn t have come at a worse time,3,45
0,ok,3,5
0,should i be stalking u,3,23
0,sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun,3,93
0,ok lor,3,7
0,apps class varaya elaya,3,24
0,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,3,129
1,urgent your mobile number won a bonus caller prize on this is the nd attempt to reach you call asap box nqp ppm,4,167
0,that day you asked about anand number why,3,45
0,am surfing online store for offers do you want to buy any thing,3,65
0,long beach lor expected u having dinner now,3,48
0,at home by the way,3,18
0,we are both fine thanks,3,24
0,what happen to her tell the truth,3,33
0,do you like italian food,3,25
0,which is weird because i know i had it at one point,3,51
0,aww you must be nearly dead well jez iscoming over todo some workand that whilltake forever,3,96
0,tell your friends what you plan to do on valentines day lt url gt,3,69
0,alright see you in a bit,3,25
0,cheers for the message zogtorius i ve been staring at my phone for an age deciding whether to text or not,3,108
0,i will take care of financial problem i will help,3,51
0,tell dear what happen to you why you talking to me like an alian,3,65
1,double your mins txts on orange or price linerental motorola and sonyericsson with b tooth free nokia free call mobileupd on oroptout hvd,4,160
0,go to write msg put on dictionary mode cover the screen with hand press lt gt gently remove ur hand its interesting,3,141
0,okie,3,7
0,hi this is yijue can i meet u at tmr,3,41
0,its posible dnt live in lt gt century cm frwd n thnk different,3,67
0,but i dint slept in afternoon,3,30
0,that seems unnecessarily affectionate,3,37
0,yar else i ll thk of all sorts of funny things,3,47
0,you will be in the place of that man,3,36
1,download as many ringtones as u like no restrictions s choose u can even send yr buddys txt sir to,4,120
0,thats cool how was your day,3,29
1,please call immediately as there is an urgent message waiting for you,4,82
0,r we going with the lt gt bus,3,36
0,hello my love how went your day are you alright i think of you my sweet and send a jolt to your heart to remind you i love you can you hear it i screamed it across the sea for all the world to hear ahmad al hallaq is loved and owned possessive passionate kiss,3,281
0,no he joined today itself,3,27
0,okay same with me well thanks for the clarification,3,52
0,i ll talk to the others and probably just come early tomorrow then,3,66
1,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to zed p per logo pic,4,149
0,had the money issue weigh me down but thanks to you i can breathe easier now i ll make sure you dont regret it thanks,3,121
0,hi i m sorry i missed your call can you pls call back,3,56
0,how are you doing hope you ve settled in for the new school year just wishin you a gr day,3,92
1,fantasy football is back on your tv go to sky gamestar on sky active and play k dream team scoring starts on saturday so register now sky opt out to,4,162
0,ok then no need to tell me anything i am going to sleep good night,3,66
0,ok try to do week end course in coimbatore,3,43
1,tone club your subs has now expired re sub reply monoc monos or polyc polys weekly p per week txt stop stop this msg free stream,4,158
0,v nice off sheffield tom air my opinions on categories b used measure ethnicity in next census busy transcribing,3,127
0,if you r home then come down within min,3,43
0,a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided aproach d gal dt time a truck was speeding towards d gal wn it was about hit d girl d boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily gthr drinking boost evrydy moral of d story i hv free msgs d gud ni,3,450
0,that day say cut ur hair at paragon is it called hair sense do noe how much is a hair cut,3,102
0,hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho,3,88
0,watching tv lor y she so funny we bluff her wat izzit because she thk it s impossible between us,3,103
1,xmas prize draws we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line valid hrs only,4,158
0,dunno lei he neva say,3,24
0,thanx day u r a goodmate i think ur rite sary asusual u cheered me up love u franyxxxxx,3,95
0,i m on my way home went to change batt my watch then go shop a bit lor,3,74
1,yes the only place in town to meet exciting adult singles is now in the uk txt chat to now p msg,4,109
0,hi mobile no lt gt has added you in their contact list on www fullonsms com it s a great place to send free sms to people for more visit fullonsms com,3,158
0,good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a lt gt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that s why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month s end can you please help thank you for everything,3,482
0,if i let you do this i want you in the house by am,3,53
0,best line said in love i will wait till the day i can forget u or the day u realize that u cannot forget me gn,3,121
0,i will reach before ten morning,3,31
0,your pussy is perfect,3,22
0,sorry i ll call later,3,22
1,someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline pobox wrg p,4,161
0,no message no responce what happend,3,38
0,also where s the piece,3,22
0,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,3,91
0,boo how s things i m back at home and a little bored already,3,66
0,first has she gained more than lt gt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,3,191
0,pick ur fone up now u dumb,3,27
0,thanks da thangam i feel very very happy dear i also miss you da,3,67
0,okey doke i m at home but not dressed cos laying around ill speak to you later bout times and stuff,3,104
0,i don t run away frm u i walk slowly amp it kills me that u don t care enough to stop me,3,96
0,babe i m back come back to me,3,38
0,well you told others you d marry them,3,40
0,neshanth tel me who r u,3,25
0,yo yo yo byatch whassup,3,24
0,oh kay on sat right,3,26
0,hi this is roger from cl how are you,3,39
1,babe u want me dont u baby im nasty and have a thing filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slo msgs,4,152
0,oh oh wasted den muz chiong on sat n sun liao,3,54
0,jesus christ bitch i m trying to give you drugs answer your fucking phone,3,73
0,please give it or i will pick it up on tuesday evening about if that is ok,3,80
0,i m meeting darren,3,21
0,one of best dialogue in cute reltnship wen i die,3,53
0,solve d case a man was found murdered on lt decimal gt lt gt afternoon his wife called police police questioned everyone wife sir i was sleeping when the murder took place cook i was cooking gardener i was picking vegetables house maid i went d post office children we went play neighbour we went a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant,3,444
0,dear where you will be when i reach there,3,41
0,aww that s the first time u said u missed me without asking if i missed u first you do love me,3,99
0,ok thanx gd nite too,3,34
0,come to me right now ahmad,3,27
1,i don t know u and u don t know me send chat to now and let s find each other only p msg rcvd hg suite lands row wjhl ldn years or over,4,158
0,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,3,116
0,o was not into fps then,3,24
0,huh means computational science y they like dat one push here n there,3,75
0,could you not read me my love i answered you,3,47
0,oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can,3,81
0,madam regret disturbance might receive a reference check from dlf premarica kindly be informed rgds rakhesh kerala,3,115
1,sms services for your inclusive text credits pls gotto www comuk net login qxj unsubscribe with stop no extra charge help comuk cm ae,4,152
0,oic then better quickly go bathe n settle down,3,52
0,err cud do i m going to at pm i haven t got a way to contact him until then,3,83
0,a bloo bloo bloo i ll miss the first bowl,3,41
0,lmao but its so fun,3,22
0,oh k k but he is not a big hitter anyway good,3,46
0,hey i almost forgot happy b day babe i love ya,3,57
1,valentines day special win over in our quiz and take your partner on the trip of a lifetime send go to now p msg rcvd custcare,4,158
0,do you think i can move lt gt in a week,3,45
0,she s find i sent you an offline message to know how anjola s now,3,67
1,guess who am i this is the first time i created a web page www asjesus com read all i wrote i m waiting for your opinions i want to be your friend,4,152
0,how was txting and driving,3,26
0,that s good lets thank god please complete the drug have lots of water and have a beautiful day,3,100
0,really dun bluff me leh u sleep early too nite,3,53
0,indians r poor but india is not a poor country says one of the swiss bank directors he says that lt gt lac crore of indian money is deposited in swiss banks which can be used for taxless budget for lt gt yrs can give lt gt crore jobs to all indians from any village to delhi lane roads forever free power suply to more than lt gt social projects every citizen can get monthly lt gt for lt gt yrs no need of world bank amp imf loan think how our money is blocked by rich politicians we have full rights against corrupt politicians itna forward karo ki pura india padhe g m,3,632
0,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr day plus have you started cos i dont meet you online how was the honey moon,3,235
0,oh ya ya i remember da,3,26
0,btw regarding that we should really try to see if anyone else can be our th guy before we commit to a random dude,3,114
1,for ur chance to win cash every wk txt play to t s c s www music trivia net custcare xp wk,4,122
0,i not busy juz dun wan go so early hee,3,45
0,rightio it is then well arent we all up bright and early this morning,3,78
0,great i m in church now will holla when i get out,3,51
0,back in brum thanks for putting us up and keeping us all and happy see you soon,3,82
0,i donno if they are scorable,3,28
0,lt gt great loxahatchee xmas tree burning update you can totally see stars here,3,85
0,yes but i dont care i need you bad princess,3,46
0,the guy kadeem hasn t been selling since the break i know one other guy but he s paranoid as fuck and doesn t like selling without me there and i can t be up there til late tonight,3,183
0,sorry i ll call later,3,22
0,tmr then brin lar aiya later i come n c lar mayb neva set properly got da help sheet wif,3,109
0,do u knw dis no lt gt,3,28
0,then she dun believe wat,3,25
0,k give back my thanks,3,23
0,i know complain num only bettr directly go to bsnl offc nd apply for it,3,74
0,okay i ve seen it so i should pick it on friday,3,50
0,how much she payed suganya,3,28
0,left dessert u wan me go suntec look u,3,44
0,abeg make profit but its a start are you using it to get sponsors for the next event,3,88
0,onum ela pa normal than,3,25
0,k k how is your sister kids,3,29
0,cool i ll text you when i m on the way,3,39
0,nope meanwhile she talk say make i greet you,3,46
0,i cant talk to you now i will call when i can dont keep calling,3,64
0,anything lar,3,15
0,rose needs water season needs change poet needs imagination my phone needs ur sms and i need ur lovely frndship forever,3,126
0,good afternoon babe how goes that day any job prospects yet i miss you my love sighs,3,105
0,they will pick up and drop in car so no problem,3,49
0,s i think he is waste for rr,3,30
0,he is world famamus,3,23
0,is there coming friday is leave for pongal do you get any news from your work place,3,84
0,lol well don t do it without me we could have a big sale together,3,67
0,am on my way,3,14
0,eat at old airport road but now oredi got a lot of pple,3,68
0,sry can t talk on phone with parents,3,37
1,final chance claim ur worth of discount vouchers today text yes to now savamob member offers mobile t cs savamob pobox muz subs,4,161
0,ok lor wat time finish,3,26
0,princess i like to make love lt gt times per night hope thats not a problem,3,84
0,mm i am on the way to railway,3,29
0,i dnt wnt to tlk wid u,3,22
0,i m done i m sorry i hope your next space gives you everything you want remember all the furniture is yours if i m not around when you move it just lock all the locks and leave the key with jenne,3,201
0,not yet just i d like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house,3,137
1,sppok up ur mob with a halloween collection of nokia logo pic message plus a free eerie tone txt card spook to,4,116
1,urgent call from landline your complementary tenerife holiday or cash await collection sae t cs po box wa px ppm sender hol offer,4,168
0,k do it at evening da urgent,3,33
0,pansy you ve been living in a jungle for two years its my driving you should be more worried about,3,101
0,mm have some kanji dont eat anything heavy ok,3,45
0,only if you promise your getting out as soon as you can and you ll text me in the morning to let me know you made it in ok,3,124
0,lol that s different i don t go trying to find every real life photo you ever took,3,84
0,i dont thnk its a wrong calling between us,3,42
0,k ill drink pa then what doing i need srs model pls send it to my mail id pa,3,78
0,aiyah e rain like quite big leh if drizzling i can at least run home,3,70
0,i have docs appointments next week i m tired of them shoving stuff up me ugh why couldn t i have had a normal body,3,121
0,dun b sad it s over dun thk abt it already concentrate on ur other papers k,3,81
0,greetings me consider yourself excused,3,42
0,no drama pls i have had enough from you and family while i am struggling in the hot sun in a strange place no reason why there should be an ego of not going if not invited when actually its necessity to go wait for very serious reppurcussions,3,245
0,they released another italian one today and it has a cosign option,3,66
0,you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget,3,139
1,winner as a valued network customer you hvae been selected to receive a reward to collect call valid hours only aclpm,4,150
0,hcl chennai requires freshers for voice process excellent english needed salary upto lt gt call ms suman lt gt for telephonic interview via indyarocks com,3,167
0,dai what this da can i send my resume to this id,3,51
0,i know where the lt gt is i ll be there around,3,55
0,yup i ve finished c there,3,31
0,remember to ask alex about his pizza,3,36
0,no da today also i forgot,3,28
0,ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he takes care of the rest u wud b self reliant soon dnt worry,3,306
0,fwiw the reason i m only around when it s time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,3,202
0,hello my boytoy i made it home and my constant thought is of you my love i hope your having a nice visit but i can t wait till you come home to me kiss,3,160
0,congrats kano whr s the treat maga,3,36
0,who u talking about,3,20
0,yup,3,6
0,ok,3,5
0,u wake up already wat u doing u picking us up later rite i m taking sq reaching ard smth like dat u can check e arrival time c ya soon,3,150
0,yunny i m walking in citylink now faster come down me very hungry,3,74
0,er yep sure props,3,19
0,hiya have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i don t get statements that acc,3,153
1,u have won a nokia plus a free digital camera this is what u get when u win our free auction to take part send nokia to now pobox tcr w,4,158
0,ok ill send you with in lt decimal gt ok,3,45
0,bognor it is should be splendid at this time of year,3,54
0,yes i m in office da,3,22
0,sorry i ll call later,3,22
0,joy s father is john then john is the name of joy s father mandan,3,67
0,ok i only ask abt e movie u wan ktv oso,3,42
0,misplaced your number and was sending texts to your old number wondering why i ve not heard from you this year all the best in your mcat got this number from my atlanta friends,3,179
0,sorry i ll call later,3,22
0,dunno lei i might b eatin wif my frens if wan to eat then i wait lar,3,82
0,sorry i ll call later,3,22
1,free entry into our weekly comp just send the word win to now t c www txttowin co uk,4,100
0,say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,3,163
0,do u noe how send files between computers,3,46
0,mmmmm i loved waking to your words this morning i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,3,158
0,jay says he ll put in lt gt,3,32
0,can you just come in for a sec there s somebody here i want you to see,3,71
0,so the sun is anti sleep medicine,3,34
0,what s happening with you have you gotten a job and have you begun registration for permanent residency,3,104
0,yup ok,3,9
0,glad it went well come over at then we ll have plenty of time before claire goes to work,3,95
0,ok enjoy r u there in home,3,29
0,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks,3,155
0,you do what all you like,3,24
0,that s y we haf to combine n c how lor,3,41
0,the monthly amount is not that terrible and you will not pay anything till months after finishing school,3,106
0,hmmm how many players selected,3,32
0,they said if its gonna snow it will start around or pm tonite they are predicting an inch of accumulation,3,112
0,i dont can you send it to me plus how s mode,3,47
0,aiyo please got time meh,3,28
0,package all your programs well,3,30
0,she is our sister she belongs our family she is d hope of tomorrow pray her who was fated d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior her grief amp pain pls join in dis chain amp pass it stop violence against women,3,289
0,so are you guys asking that i get that slippers again or its gone with last year,3,80
0,company is very good environment is terrific and food is really nice,3,70
1,text get more ringtones logos and games from www txt com questions info txt co uk,4,101
0,honestly i ve just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,3,122
0,yup but not studying surfing lor i m in e lazy mode today,3,59
0,please sen my kind advice please come here and try,3,58
0,i m done c there,3,21
0,oh fine i ll be by tonight,3,27
0,give me some time to walk there,3,35
0,i ll reach in ard mins ok,3,31
1,freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop p wk sp rwm ph,4,156
0,fuck babe what happened to you how come you never came back,3,66
1,this message is brought to you by gmw ltd and is not connected to the,4,70
0,some friends want me to drive em someplace probably take a while,3,65
0,i also thk too fast xy suggest one not me u dun wan it s ok going rain leh where got gd,3,95
0,are you still getting the goods,3,32
0,and maybe some pressies,3,23
0,yeah i am so i ll leave maybe ish,3,36
0,k k i m also fine when will you complete the course,3,55
0,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are words,3,140
0,i told her i had a dr appt next week she thinks i m gonna die i told her its just a check nothing to be worried about but she didn t listen,3,144
0,you in your room i need a few,3,30
0,i dont want to hear anything,3,28
0,hey for me there is no leave on friday wait i will ask my superior and tell you,3,83
0,ultimately tor motive tui achieve korli,3,40
0,from to only my work timing,3,32
0,and don t worry we ll have finished by march ish,3,61
0,the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,3,116
1,congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p,4,160
1,your next amazing xxx picsfree video will be sent to you enjoy if one vid is not enough for day text back the keyword picsfree to get the next video,4,153
0,now thats going to ruin your thesis,3,36
0,in sch but neva mind u eat st lor,3,36
0,hey whats up u sleeping all morning,3,37
0,erm i thought the contract ran out theth of october,3,54
0,i dunno until when lets go learn pilates,3,46
1,u are subscribed to the best mobile content service in the uk for per ten days until you send stop to helpline,4,134
0,yup i m elaborating on the safety aspects and some other issues,3,65
1,free tarot texts find out about your love life now try for free text chance to only after free msgs each,4,131
0,goodmorning today i am late for hr,3,37
0,hi happy birthday hi hi hi hi hi hi hi,3,39
0,i will be outside office take all from there,3,44
0,if you don t respond imma assume you re still asleep and imma start calling n shit,3,82
0,aight see you in a bit,3,23
0,my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it,3,155
1,join the uk s horniest dogging service and u can have sex nite just sign up and follow the instructions txt entry to now nyt eca lp msg p,4,153
0,lol i have to take it member how i said my aunt flow didn t visit for months it s cause i developed ovarian cysts bc is the only way to shrink them,3,153
0,still work going on it is very small house,3,44
0,my friend just got here and says he s upping his order by a few grams he s got lt gt when can you get here,3,117
0,tmr timin still da same wat cos i got lesson until,3,55
0,that s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it,3,126
1,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to sp tyrone,4,137
0,no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans,3,109
0,got fujitsu ibm hp toshiba got a lot of model how to say,3,65
0,okie thanx,3,16
0,gosh that what a pain spose i better come then,3,50
0,as usual iam fine happy amp doing well,3,46
0,okie,3,4
0,so when you gonna get rimac access,3,35
0,im at arestaurant eating squid i will be out about wanna dosomething or is that to late,3,99
0,you call times job today ok umma and ask them to speed up,3,57
0,hello u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks did hrs last nite today of wrk,3,136
0,r u sam p in eachother if we meet we can go my house,3,56
0,yeah lol luckily i didn t have a starring role like you,3,62
0,hello madam how are you,3,25
0,awesome text me when you re restocked,3,38
0,as usual iam fine happy amp doing well,3,46
1,knock knock txt whose there to to enter r weekly draw a gift voucher a store of yr choice t cs www tkls com age to stoptxtstop week,4,156
0,yes it s all innocent fun o,3,32
0,thanks for sending this mental ability question,3,49
0,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i can t settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,3,243
0,marrow only wed at lt gt to aha,3,42
0,i went to ur hon lab but no one is there,3,41
0,i cant pick the phone right now pls send a message,3,51
0,hey pple or for nights excellent location wif breakfast hamper,3,81
1,forwarded from hi this is your mailbox messaging sms alert you have matches please call back on to retrieve your messages and matches ccp min,4,173
0,how come,3,9
0,lol nah wasn t too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website,3,136
0,ok lor,3,9
0,i m coming home dinner,3,25
0,s da al r above lt gt,3,27
1,free ring tone just text polys to then every week get a new tone yrs only wk,4,109
0,unni thank you dear for the recharge rakhesh,3,45
0,i know i m lacking on most of this particular dramastorm s details but for the most part i m not worried about that,3,115
0,haha they cant what at the most tmr forfeit haha so how,3,65
0,hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at pm have a fab new year c u in coupla wks,3,139
0,no way i m going back there,3,28
1,urgent your mobile no xxx won a bonus caller prize on this is the nd attempt to reach you call asap boxnqp ppm,4,154
0,i will cal you sir in meeting,3,30
0,that s what i love to hear v see you sundayish then,3,53
0,sorry da thangam very very sorry i am held up with prasad,3,59
0,tiwary to rcb battle between bang and kochi,3,44
0,thank god they are in bed,3,26
0,no i don t have cancer moms making a big deal out of a regular checkup aka pap smear,3,85
0,am in gobi arts college,3,23
0,why she wants to talk to me,3,27
0,pandy joined w technologies today he got job,3,47
1,you are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh p mtmsgrcvd,4,147
0,they can try they can get lost in fact tee hee,3,49
0,hi you just spoke to maneesha v we d like to know if you were satisfied with the experience reply toll free with yes or no,3,126
0,my friends use to call the same,3,32
0,sorry i ll call later,3,22
0,em its olowoyey usc edu have a great time in argentina not sad about secretary everything is a blessing,3,107
0,it s a taxt massage tie pos argh ok lool,3,46
0,hi can i please get a lt gt dollar loan from you i ll pay you back by mid february pls,3,96
0,you might want to pull out more just in case and just plan on not spending it if you can i don t have much confidence in derek and taylor s money management,3,157
0,do you like shaking your booty on the dance floor,3,50
0,text me when you get off don t call my phones having problems,3,63
0,no need for the drug anymore,3,29
0,sorry da i was thought of calling you lot of times lil busy i will call you at noon,3,87
0,its sarcasm nt scarcasim,3,27
0,great i have to run now so ttyl,3,33
0,feel like trying kadeem again v,3,33
0,dai lt gt naal eruku,3,27
0,not yet chikku wat abt u,3,26
0,ok,3,5
0,want to finally have lunch today,3,33
0,do you know when dad will be back,3,34
1,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy,4,130
1,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates www getzed co uk pobox w wq norm p tone,4,165
0,he remains a bro amongst bros,3,29
0,r u meeting da ge at nite tmr,3,30
0,was a nice day and impressively i was sensible went home early and now feel fine or am i just boring when s yours i can t remember,3,140
0,why de you looking good only,3,34
1,wanna get laid nite want real dogging locations sent direct to ur mobile join the uk s largest dogging network txt park to now nyt eca lp msg,4,163
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call for delivery,4,130
0,yes they replied my mail i m going to the management office later plus will in to bank later also or on wednesday,3,117
0,that s cool i ll come by like lt gt ish,3,45
0,super msg da nalla timing,3,27
0,good afternoon my boytoy how are you feeling today better i hope are you being my good boy are you my obedient slave do you please your queen,3,153
0,i am ft we will be a good combination,3,41
0,i m sick i m needy i want you pouts stomps feet where are you pouts stomps feet i want my slave i want him now,3,136
0,am on a train back from northampton so i m afraid not,3,56
0,where in abj are you serving are you staying with dad or alone,3,64
0,was playng doors game and gt racing on phone lol,3,50
1,new tones this week include mcfly all ab sara jorge shock will smith switch to order follow instructions on next message,4,136
0,solve d case a man was found murdered on lt decimal gt lt gt afternoon his wife called police police questioned everyone wife sir i was sleeping when the murder took place cook i was cooking gardener i was picking vegetables house maid i went d post office children we went play neighbour we went a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant,3,444
0,i m on da bus going home,3,27
0,i got a call from a landline number i am asked to come to anna nagar i will go in the afternoon,3,106
0,i m okay chasing the dream what s good what are you doing next,3,66
0,yupz i ve oredi booked slots my weekends liao,3,54
1,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim c valid hrs only,4,158
0,there r many model sony ericson also der lt gt it luks good bt i forgot modl no,3,88
0,okie,3,4
0,yes i know the cheesy songs from frosty the snowman,3,54
0,ya ok vikky vl c witin lt gt mins and il reply u,3,56
1,sports fans get the latest sports news str ur mobile wk free plus a free tone txt sport on to www getzed co uk norm txt p,4,153
0,hey tmr meet at bugis,3,27
1,urgent urgent we have free flights to europe to give away call b th sept take a friend free call now to claim on bannfwflyppm,4,158
0,all these nice new shirts and the only thing i can wear them to is nudist themed you in mu,3,95
0,hey sexy buns what of that day no word from you this morning on ym i think of you,3,95
0,and whenever you and i see we can still hook up too,3,52
0,nope but i m going home now then go pump petrol lor like going rain soon,3,80
0,can you use foreign stamps for whatever you send them off for,3,63
1,from lost help,4,25
0,oh baby of the house how come you dont have any new pictures on facebook,3,73
0,feb lt gt is i love u day send dis to all ur valued frnds evn me if comes back u ll gt married d person u luv if u ignore dis u will lose ur luv evr,3,169
0,hiya sorry didn t hav signal i haven t seen or heard from and neither has which is unusual in itself i ll put on the case and get him to sort it out hugs and snogs,3,169
0,omw back to tampa from west palm you hear what happened,3,57
0,yup no more already thanx printing n handing it up,3,56
1,freemsg fancy a flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just p to optout txt stop to reply date now,4,156
0,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,3,113
0,s now only i took tablets reaction morning only,3,50
1,great new offer double mins double txt on best orange tariffs and get latest camera phones free call mobileupd free on now or stoptxt t cs,4,160
0,nah i m a perpetual dd,3,23
0,sorry de i went to shop,3,24
1,hope you enjoyed your new content text stop to to unsubscribe help p provided by tonesyou co uk,4,118
0,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,3,179
0,hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,3,101
0,nope i m not drivin i neva develop da photos lei,3,54
0,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going,3,96
0,cool i am lt gt inches long hope you like them big,3,59
0,house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,3,166
0,okie thanx,3,14
1,days to euro kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to,4,135
0,go where n buy juz buy when we get there lar,3,46
0,ok lor,3,9
0,i m working technical support voice process,3,46
0,it s justbeen overa week since we broke up and already our brains are going to mush,3,84
0,tunde how are you doing this is just wishing you a great day abiola,3,71
0,nope c then,3,20
0,no but we ll do medical missions to nigeria,3,44
0,no i am not having not any movies in my laptop,3,46
0,whatsup there dont u want to sleep,3,35
1,urgent please call from landline cash or a luxury canary islands holiday await collection t cs sae award maq ppm,4,154
1,urgent please call from your landline your complimentary lux costa del sol holiday or cash await collection ppm sae t cs james ehrr,4,166
0,i havent lei next mon can,3,28
0,mm feeling sleepy today itself i shall get that dear,3,53
0,how dare you stupid i wont tell anything to you hear after i wont talk to you,3,82
0,do noe if ben is going,3,26
0,can you do a mag meeting this avo at some point,3,48
0,i meant middle left or right,3,29
0,really i crashed out cuddled on my sofa,3,41
0,hi chachi tried calling u now unable to reach u pl give me a missed cal once u c tiz msg kanagu,3,99
0,i sent you the prices and do you mean the lt gt g,3,55
0,are you this much buzy,3,22
0,nothing can,3,15
1,i don t know u and u don t know me send chat to now and let s find each other only p msg rcvd hg suite lands row wjhl ldn years or over,4,158
0,no am working on the ringing u thing but have whole houseful of screaming brats so am pulling my hair out loving u,3,119
0,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died,3,154
0,tick tick tick babe,3,25
0,r going today s meeting,3,29
0,k da how many page you want,3,29
0,ya had just now onion roast,3,28
0,send his number and give reply tomorrow morning for why you said that to him like that ok,3,89
0,you said not now no problem when you can let me know,3,56
0,ok but tell me half an hr b u come i need prepare,3,53
0,play w computer aiyah i tok u lor,3,37
0,sat right okay thanks,3,26
0,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,3,129
0,ok chinese food on its way when i get fat you re paying for my lipo,3,69
0,we r outside already,3,21
0,have a good trip watch out for remember when you get back we must decide about easter,3,89
0,yo we are watching a movie on netflix,3,37
0,what time i m out until prob or so,3,39
0,can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee,3,102
0,i dont thnk its a wrong calling between us,3,42
0,i am not sure about night menu i know only about noon menu,3,63
0,arr birthday today i wish him to get more oscar,3,50
0,say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,3,163
0,open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,3,200
0,and picking them up from various points,3,41
